,carType,color,condition,currency,drive,city,country,make,manufacture_year,mileage,milage_unit,model,model_variant,price_on_request,type,zip,manufacture_month,fuel_consumption_unit
817,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,1992,0.0,,SL 600,SL 600,False,car,,9,
818,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2000,0.0,,SL 500,SL 500 Edition,False,car,,4,l_km_consumption
819,Coupé,Black,Occasion,,,Zuzwil,,Hyundai,2007,0.0,,COUPÉ,Coupé 2.7 24V FX,False,car,,4,l_km_consumption
820,Limousine,Anthracite,Occasion,,,Zuzwil,,Mercedes-Benz,2004,0.0,,CLS 500,CLS 500,False,car,,11,l_km_consumption
821,Cabriolet,Blue,Occasion,,,Zuzwil,,Opel,2004,0.0,,SPEEDSTER,Speedster 2.2 16V,False,car,,6,l_km_consumption
822,SUV,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2001,0.0,,ML 430,ML 430,False,car,,4,l_km_consumption
823,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2005,0.0,,SL 65 AMG,SL 65 AMG,False,car,,3,l_km_consumption
824,Coupé,Black,New,,,Zuzwil,,Porsche,2014,0.0,,911,911 GT3,False,car,,7,l_km_consumption
825,Coupé,Black,Occasion,,,Zuzwil,,Nissan,2002,0.0,,Skyline,Rennwagen,False,car,,1,
826,Coupé,Black,Occasion,,,Zuzwil,,Bentley,2008,0.0,,CONTINENTAL,Continental GT Speed 6.0,False,car,,5,l_km_consumption
827,SUV,Black,New,,,Zuzwil,,Mercedes-Benz,2007,0.0,,ML 500,ML 500 4Matic,False,car,,3,l_km_consumption
828,Coupé,Black,Occasion,,,Zuzwil,,Ferrari,2003,0.0,,575M,575M,False,car,,1,l_km_consumption
829,Limousine,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2007,0.0,,E 63 AMG,E 63 AMG Avantgarde,False,car,,7,l_km_consumption
830,Coupé,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2004,0.0,,CL 65 AMG,CL 65 AMG,False,car,,2,l_km_consumption
831,Coupé,Black,Occasion,,,Zuzwil,,Bentley,2005,0.0,,CONTINENTAL,Continental GT 6.0,False,car,,5,l_km_consumption
832,Coupé,Blue,Occasion,,,Zuzwil,,Mercedes-Benz,2005,0.0,,SLR,McLaren Coupé,False,car,,1,
833,Coupé,Black,Occasion,,,Zuzwil,,Porsche,1994,0.0,,911,911 Turbo,False,car,,4,
834,Cabriolet,Black,Occasion,,,Zuzwil,,Audi,2006,0.0,,RS4,RS4 Cabriolet 4.2 quattro,False,car,,6,l_km_consumption
835,Limousine,Black,Occasion,,,Zuzwil,,Alfa Romeo,1999,0.0,,166,166 3.0 V6 24V Super,False,car,,2,l_km_consumption
836,Coupé,Black,Occasion,,,Zuzwil,,Bmw-Alpina,1997,0.0,,3 SERIES,B3 3.2 Coupé S.Tronic,False,car,,2,l_km_consumption
837,Coupé,Black,Occasion,,,Zuzwil,,Renault,1978,0.0,,ALPINE,Alpine A310 V6,False,car,,7,
838,Coupé,Black,Occasion,,,Zuzwil,,Porsche,2003,0.0,,911,911 Turbo,False,car,,6,l_km_consumption
839,Limousine,Black,Occasion,,,Zuzwil,,BMW,1996,0.0,,540,540i,False,car,,7,l_km_consumption
840,Coupé,Black,Occasion,,,Zuzwil,,Matra,1979,0.0,,null,SIMCA Bagheera Serie II,False,car,,2,
841,Coupé,Black,Occasion,,,Zuzwil,,Ferrari,1996,0.0,,456,456 GTA,False,car,,12,
842,Coupé,Black,Occasion,,,Zuzwil,,Lamborghini,2003,0.0,,MURCIÉLAGO,Murciélago 6.2 Coupé,False,car,,6,l_km_consumption
843,Coupé,Blue,Occasion,,,Zuzwil,,Porsche,2001,0.0,,911,911 Turbo,False,car,,11,l_km_consumption
844,Coupé,Black,Occasion,,,Zuzwil,,Renault,1973,0.0,,Alpine A110,1600 SC,False,car,,8,
845,Coupé,Black,Occasion,,,Zuzwil,,Porsche,2001,0.0,,911,911 Turbo,False,car,,1,l_km_consumption
846,Station Wagon,Black,Demonstration,,,Zuzwil,,BMW,1997,0.0,,523,523i Touring,False,car,,9,l_km_consumption
847,Coupé,Black,Occasion,,,Zuzwil,,Ferrari,2008,0.0,,F430,Challenge GT3 LOOK,False,car,,6,
848,Limousine,Black,Occasion,,,Zuzwil,,BMW,1996,0.0,,740,740i,False,car,,12,l_km_consumption
849,Coupé,Black,Occasion,,,Zuzwil,,BMW,2012,0.0,,M6,M6,False,car,,10,
850,Cabriolet,Black,Occasion,,,Zuzwil,,Porsche,2008,0.0,,911,911 Turbo Cabrio,False,car,,4,l_km_consumption
851,Station Wagon,Black,Occasion,,,Zuzwil,,BMW,2007,0.0,,550,550i Touring,False,car,,4,l_km_consumption
852,Limousine,Black,Occasion,,,Zuzwil,,Bentley,2001,0.0,,ARNAGE,Arnage Red Label,False,car,,7,l_km_consumption
853,SUV,Black,Occasion,,,Zuzwil,,Jeep,1996,0.0,,Grand Cherokee,Grand Cherokee 4.0 Ltd.,False,car,,12,l_km_consumption
854,Limousine,Blue,Occasion,,,Zuzwil,,Jaguar,2007,0.0,,XJ,XJ8 4.2 V8 Sovereign,False,car,,11,l_km_consumption
855,Cabriolet,Black,Occasion,,,Zuzwil,,Rolls-Royce,1990,0.0,,CORNICHE,III,False,car,,6,
856,Coupé,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2011,0.0,,SLS 63,SLS 63 AMG,False,car,,7,l_km_consumption
857,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2000,0.0,,SL 320,SL 320,False,car,,4,l_km_consumption
858,Pick-up,Black,Occasion,,,Zuzwil,,Dodge,2006,0.0,,Ram,SRT-10,False,car,,3,
859,Station Wagon,Black,Occasion,,,Zuzwil,,Audi,2000,0.0,,RS4,RS4 Avant quattro,False,car,,11,l_km_consumption
860,SUV,Black,Occasion,,,Zuzwil,,BMW,2003,0.0,,X5,X5 4.6is,False,car,,6,l_km_consumption
861,Coupé,Black,Occasion,,,Porrentruy,,Lamborghini,1999,0.0,,DIABLO,Diablo 5.7 SV,False,car,,7,l_km_consumption
862,Coupé,Black,Occasion,,,Zuzwil,,Fiat,1978,0.0,,SPIDER,CSA,False,car,,7,
863,Limousine,Black,Occasion,,,Zuzwil,,BMW,2012,0.0,,M5,M5,False,car,,1,l_km_consumption
864,Cabriolet,Black,Occasion,,,Zuzwil,,Bentley,2009,0.0,,CONTINENTAL,Continental GTC 6.0,False,car,,6,l_km_consumption
865,Coupé,Blue,Occasion,,,Zuzwil,,Lamborghini,1993,0.0,,DIABLO,Diablo 5.7,False,car,,3,
866,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2008,0.0,,null,CLK DTM AMG Cabriolet,False,car,,6,
867,Limousine,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2010,0.0,,S 63 AMG,S 63 AMG,False,car,,6,l_km_consumption
868,Coupé,Black,Occasion,,,Zuzwil,,Maserati,2009,0.0,,GRANTURISMO,GranTurismo S,False,car,,7,l_km_consumption
869,Coupé,Black,Occasion,,,Zuzwil,,Lamborghini,2009,0.0,,MURCIÉLAGO,Murciélago LP670-4 SV Cpé,False,car,,7,l_km_consumption
870,Cabriolet,Black,Occasion,,,Zuzwil,,Jaguar,2000,0.0,,XK,XKR S/C Convertible,False,car,,4,l_km_consumption
871,Coupé,Black,Occasion,,,Zuzwil,,Lamborghini,2004,0.0,,GALLARDO,Gallardo 5.0 V10 Coupé,False,car,,7,l_km_consumption
872,Coupé,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2000,0.0,,null,CL 5.8 BRABUS,False,car,,1,
873,SUV,Black,Occasion,,,Zuzwil,,BMW,2002,0.0,,X5,X5 4.6is,False,car,,8,l_km_consumption
874,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2004,0.0,,SL 65 AMG,SL 65 AMG,False,car,,9,l_km_consumption
875,Station Wagon,Black,Occasion,,,Zuzwil,,Audi,2013,0.0,,RS6,RS6 Avant 4.0 TFSI V8 qu,False,car,,3,l_km_consumption
876,Coupé,Blue,Occasion,,,Zuzwil,,Alfa Romeo,1984,0.0,,GTV,GTV 6 2.5,False,car,,8,
877,SUV,Black,Occasion,,,Zuzwil,,Land Rover,1995,0.0,,RANGE ROVER,Range Rover 4.6 HSE,False,car,,12,l_km_consumption
878,Limousine,Black,Occasion,,,Zuzwil,,Bentley,2002,0.0,,ARNAGE,Arnage T,False,car,,6,l_km_consumption
879,Station Wagon,Black,Occasion,,,Zuzwil,,Mercedes-Benz,1998,0.0,,C 43 AMG,C 43 AMG Sport,False,car,,1,l_km_consumption
880,Station Wagon,Black,Occasion,,,Zuzwil,,Audi,2003,0.0,,RS6,RS6 Avant quattro,False,car,,1,l_km_consumption
881,Coupé,Black,Occasion,,,Zuzwil,,Porsche,1998,0.0,,911,911 Carrera,False,car,,5,l_km_consumption
882,Limousine,Black,Occasion,,,Zuzwil,,Fiat,1980,0.0,,131,Racing / Sport,False,car,,5,
883,Cabriolet,Black,Occasion,,,Zuzwil,,Porsche,2006,0.0,,911,911 Carrera 4S Cabrio,False,car,,5,l_km_consumption
884,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2003,0.0,,SL 55 AMG,SL 55 AMG,False,car,,1,l_km_consumption
885,Coupé,Black,Occasion,,,Zuzwil,,Renault,1978,0.0,,Alpine A110,Modell 1400 FASA,False,car,,7,
886,Coupé,Black,Occasion,,,Zuzwil,,Porsche,2001,0.0,,911,GTR (GT3),False,car,,4,
887,Cabriolet,Blue,Occasion,,,Zuzwil,,Porsche,1996,0.0,,911,911 Carrera Cabrio,False,car,,1,l_km_consumption
888,Coupé,Black,Occasion,,,Zuzwil,,Ferrari,2004,0.0,,F360,F360 Challenge stradale,False,car,,3,l_km_consumption
889,Limousine,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2005,0.0,,CLS 55 AMG,CLS 55 AMG,False,car,,6,l_km_consumption
890,Limousine,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2003,0.0,,E 240,E 240 Elégance,False,car,,4,l_km_consumption
891,Coupé,Black,Occasion,,,Zuzwil,,BMW,1982,0.0,,323,E21,False,car,,9,l_km_consumption
892,Cabriolet,Black,Occasion,,,Zuzwil,,Porsche,2004,0.0,,911,911 Carrera 4 S Cabrio,False,car,,3,l_km_consumption
893,Cabriolet,Black,Occasion,,,Zuzwil,,Porsche,2007,0.0,,911,911 Turbo Cabrio,False,car,,9,l_km_consumption
894,SUV,Black,Occasion,,,Zuzwil,,Land Rover,1995,0.0,,RANGE ROVER,Range Rover 4.6 HSE,False,car,,11,l_km_consumption
895,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2003,0.0,,SLK 32 AMG,SLK 32 AMG,False,car,,8,l_km_consumption
896,Limousine,Black,Occasion,,,Zuzwil,,Bmw-Alpina,2012,0.0,,5 SERIES,B5 BiTurbo 4.4 V8,False,car,,5,l_km_consumption
897,Coupé,Black,Occasion,,,Zuzwil,,Lamborghini,1997,0.0,,DIABLO,Diablo 5.7,False,car,,4,
898,Limousine,Blue,Occasion,,,Zuzwil,,Porsche,2010,0.0,,PANAMERA,Panamera Turbo 4.8,False,car,,1,l_km_consumption
899,Station Wagon,Black,Occasion,,,Zuzwil,,Audi,2002,0.0,,RS6,RS6 Avant quattro,False,car,,7,l_km_consumption
900,Station Wagon,Black,Occasion,,,Zuzwil,,BMW,2007,0.0,,320,320d Touring,False,car,,8,l_km_consumption
901,Limousine,Black,Occasion,,,Zuzwil,,BMW,1974,0.0,,2002,Turbo,False,car,,7,
902,Coupé,Black,Occasion,,,Zuzwil,,Renault,1983,0.0,,ALPINE,Alpine A310 V6,False,car,,9,
903,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,1998,0.0,,SL 500,SL 500,False,car,,2,l_km_consumption
904,Coupé,Black,Occasion,,,Zuzwil,,Porsche,2000,0.0,,911,911 Carrera,False,car,,9,l_km_consumption
905,SUV,Black,Occasion,,,Zuzwil,,BMW,2002,0.0,,X5,X5 4.6is,False,car,,2,l_km_consumption
906,Limousine,Black,Occasion,,,Zuzwil,,BMW,2013,0.0,,M5,M5,False,car,,3,l_km_consumption
907,Station Wagon,Black,Occasion,,,Zuzwil,,Audi,2008,0.0,,RS6,RS6 Avant 5.0 V10 quattro,False,car,,11,l_km_consumption
908,Coupé,Black,Occasion,,,Zuzwil,,Maserati,2002,0.0,,COUPÉ GT,Coupé GT,False,car,,10,l_km_consumption
909,Cabriolet,Blue,Occasion,,,Zuzwil,,Mercedes-Benz,2012,0.0,,SL 63 AMG,SL 63 AMG,False,car,,3,l_km_consumption
910,Station Wagon,Black,Occasion,,,Zuzwil,,Audi,2003,0.0,,RS6,RS6 Avant quattro,False,car,,6,l_km_consumption
911,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2003,0.0,,SL 55 AMG,SL 55 AMG,False,car,,2,l_km_consumption
912,Limousine,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2010,0.0,,S 350,S 350 L 4Matic,False,car,,1,l_km_consumption
913,Station Wagon,Black,Occasion,,,Zuzwil,,Audi,2002,0.0,,A4,A4 Avant 3.0 V6,False,car,,8,l_km_consumption
914,Minivan,Black,Occasion,,,Zuzwil,,VW,2008,0.0,,TOURAN,Touran 1.4 TSI Trend,False,car,,3,l_km_consumption
915,Limousine,Black,Occasion,,,Zuzwil,,Mercedes-Benz,1996,0.0,,S 600,S 600 L,False,car,,1,l_km_consumption
916,Limousine,Black,Occasion,,,Zuzwil,,BMW,1973,0.0,,3.0,CSL,False,car,,1,
917,Coupé,Black,Occasion,,,Zuzwil,,Ferrari,2005,0.0,,612,612,False,car,,4,l_km_consumption
918,SUV,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2008,0.0,,G 55 AMG,G 55 AMG,False,car,,1,l_km_consumption
919,SUV,Black,Occasion,,,Zuzwil,,Kaiser,1966,0.0,,null,CJ-5 12V ARMEEFAHRZEUG,False,car,,9,
920,Cabriolet,Blue,Occasion,,,Zuzwil,,Mercedes-Benz,1993,0.0,,SL 600,SL 600,False,car,,3,
921,Limousine,Black,Occasion,,,Zuzwil,,Mercedes-Benz,1999,0.0,,S 320,S 320,False,car,,3,l_km_consumption
922,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,1997,0.0,,SL 500,SL 500,False,car,,8,l_km_consumption
923,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2007,0.0,,SL 500,SL 500,False,car,,4,l_km_consumption
924,Cabriolet,Black,Occasion,,,Zuzwil,,Lotus,2005,0.0,,null,HKT Seven GTS,False,car,,5,
925,Coupé,Black,Occasion,,,Zuzwil,,Talbot,1982,0.0,,null,Sunbeam Lotus,False,car,,3,
926,Station Wagon,Black,Occasion,,,Zuzwil,,Saab,2002,0.0,,9-5,9-5 2.3T Aero,False,car,,7,l_km_consumption
927,Coupé,Black,Occasion,,,Zuzwil,,Audi,2009,0.0,,R8,R8 Coupé 5.2,False,car,,7,l_km_consumption
928,Limousine,Black,Occasion,,,Zuzwil,,Lincoln,2002,0.0,,Continental,null,False,car,,2,
929,Coupé,Black,Occasion,,,Zuzwil,,Maserati,1996,0.0,,GHIBLI,Ghibli 2.8 GT,False,car,,3,
930,Limousine,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2000,0.0,,S 500,S 500 L,False,car,,5,l_km_consumption
931,Cabriolet,Anthracite,Occasion,,,Zuzwil,,Aston Martin,2005,0.0,,DB9,DB9 Volante,False,car,,11,l_km_consumption
932,Limousine,Blue,Occasion,,,Zuzwil,,Lancia,1995,0.0,,DELTA,Integrale EVO,False,car,,2,
933,Limousine,Black,Occasion,,,Zuzwil,,BMW,2002,0.0,,525,525i,False,car,,2,l_km_consumption
934,Cabriolet,Black,Occasion,,,Zuzwil,,BMW,2012,0.0,,M6,M6,False,car,,6,l_km_consumption
935,Coupé,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2008,0.0,,CLK 63 AMG,CLK 63 AMG Black Series,False,car,,6,l_km_consumption
936,Coupé,Black,Occasion,,,Zuzwil,,Porsche,1993,0.0,,911,Turbo ll 3.6,False,car,,10,
937,Limousine,Black,Occasion,,,Zuzwil,,Mercedes-Benz,1997,0.0,,S 320,S 320,False,car,,8,l_km_consumption
938,Coupé,Black,Occasion,,,Zuzwil,,Porsche,1984,0.0,,911,911 Turbo,False,car,,3,
939,Coupé,Black,Occasion,,,Zuzwil,,Honda,1998,0.0,,ACCORD,Accord Coupé V6 3.0i VTEC,False,car,,7,l_km_consumption
940,Coupé,Black,Occasion,,,Zuzwil,,Audi,2011,0.0,,RS5,RS5 Coupé 4.2FSI quattro,False,car,,1,l_km_consumption
941,Coupé,Black,Occasion,,,Zuzwil,,Ferrari,2010,0.0,,458,458 Italia 4.5 V8,False,car,,10,l_km_consumption
942,Limousine,Black,Occasion,,,Zuzwil,,Rolls-Royce,1988,0.0,,Silver Spur,null,False,car,,9,
943,Limousine,Blue,Occasion,,,Zuzwil,,NSU,1971,0.0,,null,TTS,False,car,,7,
944,Cabriolet,Black,Occasion,,,Zuzwil,,Jaguar,2009,0.0,,XK,XKR 5.0 V8 SC,False,car,,3,l_km_consumption
945,Limousine,Black,Occasion,,,Zuzwil,,BMW,2012,0.0,,535,535d xDrive,False,car,,4,l_km_consumption
946,Coupé,Black,Occasion,,,Zuzwil,,Porsche,2002,0.0,,911,911 GT2,False,car,,5,l_km_consumption
947,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2006,0.0,,SL 500,SL 500,False,car,,5,l_km_consumption
948,Coupé,Black,Occasion,,,Zuzwil,,Lamborghini,2016,0.0,,HURACAN,Huracan LP610-4 Coupé,False,car,,1,l_km_consumption
949,Coupé,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2012,0.0,,C 63 AMG,BLACK SERIES,False,car,,3,
950,Limousine,Black,Occasion,,,Zuzwil,,BMW,1999,0.0,,740,740iL,False,car,,5,l_km_consumption
951,Coupé,Black,Occasion,,,Zuzwil,,Porsche,2000,0.0,,911,GT3 CUP,False,car,,5,
952,Coupé,Black,Occasion,,,Zuzwil,,Ferrari,2004,0.0,,612,612,False,car,,7,l_km_consumption
953,Cabriolet,Black,Occasion,,,Zuzwil,,BMW,1995,0.0,,328,328i A Cabrio,False,car,,8,l_km_consumption
954,Coupé,Blue,Occasion,,,Zuzwil,,Toyota,1976,0.0,,CELICA,2000GT,False,car,,11,
955,Coupé,Black,Occasion,,,Zuzwil,,Porsche,1995,0.0,,911,911 Carrera 4,False,car,,2,
956,Limousine,Black,Occasion,,,Zuzwil,,Lancia,1993,0.0,,DELTA,Delta HF Integrale Evo 4V,False,car,,12,
957,SUV,Black,Occasion,,,Zuzwil,,Toyota,1979,0.0,,LAND CRUISER,BJ 40 LT,False,car,,7,
958,Coupé,Black,Occasion,,,Zuzwil,,Maserati,2006,0.0,,COUPÉ GT,Coupé GT,False,car,,9,l_km_consumption
959,null,Black,Occasion,,,Zuzwil,,Harley-Davidson,2006,0.0,,null,HPU Hurricane TC,False,car,,4,
960,SUV,Black,Occasion,,,Zuzwil,,Land Rover,1994,0.0,,RANGE ROVER,Range Rover 4.6 HSE,False,car,,11,l_km_consumption
961,Coupé,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2008,0.0,,CL 65 AMG,CL 65 AMG,False,car,,5,l_km_consumption
962,Cabriolet,Black,Occasion,,,Zuzwil,,Mercedes-Benz,2004,0.0,,SL 600,SL 600,False,car,,3,l_km_consumption
963,Coupé,Black,Occasion,,,Zuzwil,,BMW,1979,0.0,,null,323 i E21,False,car,,5,
964,Coupé,Black,Occasion,,,Zuzwil,,Maserati,2009,0.0,,GRANTURISMO,GranTurismo,False,car,,12,l_km_consumption
965,Coupé,Blue,Occasion,,,Zuzwil,,Mercedes-Benz,2006,0.0,,CL 500,CL 500,False,car,,9,l_km_consumption
966,Cabriolet,Black,Occasion,,,Zuzwil,,Smart,2003,0.0,,FORTWO,Fortwo passion,False,car,,7,l_km_consumption
967,Station Wagon,Black,Occasion,,,Zuzwil,,Audi,2000,0.0,,S6,S6 Avant quattro,False,car,,10,l_km_consumption
968,Coupé,Black,Occasion,,,Zuzwil,,Porsche,2000,0.0,,911,911 Turbo,False,car,,10,l_km_consumption
969,Station Wagon,Black,New,,,Zuzwil,,Mercedes-Benz,2006,0.0,,R 500,R 500 4Matic,False,car,,1,l_km_consumption
970,Cabriolet,Black,Restored,,,Basel,,Rolls-Royce,1982,0.0,,CORNICHE,Convertible,False,car,,1,
971,Coupé,Silver,Occasion,,,Zuzwil,,Porsche,1999,0.0,,911,911 Carrera 4,False,car,,4,l_km_consumption
972,Limousine,Silver,Occasion,,,Zuzwil,,Lancia,1994,0.0,,DELTA,Delta HF Integrale Evo 4V,False,car,,1,
973,Limousine,Silver,Occasion,,,Zuzwil,,Alfa Romeo,1972,0.0,,GT,1300 Junior,False,car,,6,
974,Coupé,Silver,Occasion,,,Zuzwil,,Ferrari,2010,0.0,,599,599 GTB HGTE,False,car,,4,l_km_consumption
975,Coupé,Silver,Restored,,,Sursee,,Ferrari,1970,0.0,,365,Daytona Plexiglas,False,car,,9,
976,Coupé,Blue,Occasion,,,Zuzwil,,Ferrari,1995,0.0,,F355,F355 Berlinetta,False,car,,5,l_km_consumption
977,Coupé,Silver,Occasion,,,Zuzwil,,Renault,1984,0.0,,ALPINE,Alpine A310 V6 VFA-2700 VAA,False,car,,5,
978,Limousine,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2004,0.0,,E 55 AMG,E 55 AMG Avantgarde,False,car,,2,l_km_consumption
979,Station Wagon,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,1997,0.0,,C 280,C 280 Elégance,False,car,,6,l_km_consumption
980,Station Wagon,Silver,Occasion,,,Zuzwil,,Audi,2003,0.0,,RS6,RS6 Avant quattro,False,car,,2,l_km_consumption
981,Limousine,Silver,Occasion,,,Zuzwil,,Audi,1998,0.0,,S8,S8 4.2 quattro,False,car,,1,l_km_consumption
982,SUV,Silver,Occasion,,,Zuzwil,,VW,2003,0.0,,TOUAREG,Touareg 5.0 TDI V10,False,car,,11,l_km_consumption
983,Coupé,Silver,Occasion,,,Zuzwil,,Nissan,1990,0.0,,200 SX,200 SX 1.8 16V Turbo,False,car,,6,
984,Coupé,Silver,Demonstration,,,Zuzwil,,Ferrari,2008,0.0,,599,599 GTB,False,car,,4,l_km_consumption
985,Coupé,Silver,Occasion,,,Zuzwil,,Porsche,1991,0.0,,911,911 Turbo II,False,car,,8,
986,Coupé,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2009,0.0,,SL 65 AMG,BLACK SERIES,False,car,,7,
987,Cabriolet,Blue,Occasion,,,Zuzwil,,BMW,2002,0.0,,M3,M3,False,car,,5,l_km_consumption
988,Limousine,Silver,Occasion,,,Zuzwil,,Audi,2011,0.0,,RS4,RS4 4.2 V8 quattro,False,car,,0,l_km_consumption
989,Coupé,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2000,0.0,,CL 600,CL 600,False,car,,2,l_km_consumption
990,Coupé,Silver,Occasion,,,Zuzwil,,Porsche,1999,0.0,,911,911 GT3,False,car,,10,l_km_consumption
991,SUV,Silver,Occasion,,,Zuzwil,,VW,2006,0.0,,TOUAREG,Touareg 5.0 TDI V10,False,car,,9,l_km_consumption
992,Coupé,Silver,Occasion,,,Zuzwil,,Aston Martin,2005,0.0,,DB9,DB9,False,car,,1,l_km_consumption
993,Cabriolet,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,1994,0.0,,SL 500,SL 500,False,car,,3,
994,Coupé,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2003,0.0,,CL 600,CL 600,False,car,,7,l_km_consumption
995,Cabriolet,Silver,Occasion,,,Sursee,,Ford ,1968,0.0,,MUSTANG,null,False,car,,3,
996,Coupé,Silver,Occasion,,,Zuzwil,,Chevrolet,2009,0.0,,CORVETTE,Corvette ZR1,False,car,,7,l_km_consumption
997,Cabriolet,Silver,Occasion,,,Zuzwil,,Ferrari,2003,0.0,,F360,F360 Spider,False,car,,2,l_km_consumption
998,Small Car,Blue,Occasion,,,Zuzwil,,Daihatsu,1985,0.0,,CHARADE,Charade 1.0 Turbo,False,car,,9,
999,Limousine,Silver,Occasion,,,Zuzwil,,BMW,2003,0.0,,545,545i,False,car,,9,l_km_consumption
1000,Limousine,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2000,0.0,,C 240,C 240 Elégance,False,car,,7,l_km_consumption
1001,Coupé,Silver,Occasion,,,Zuzwil,,Maserati,2005,0.0,,GRANSPORT,Coupé GranSport,False,car,,1,l_km_consumption
1002,Cabriolet,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2008,0.0,,SL 65 AMG,SL 65 AMG,False,car,,7,l_km_consumption
1003,Coupé,Silver,Occasion,,,Zuzwil,,Porsche,2001,0.0,,911,911 Turbo,False,car,,2,l_km_consumption
1004,Limousine,Silver,Occasion,,,Zuzwil,,NSU,1972,0.0,,null,TT,False,car,,4,
1005,Coupé,Silver,Occasion,,,Zuzwil,,Mclaren,2012,0.0,,12C,MP4-12C Coupé 3.8 V8,False,car,,3,l_km_consumption
1006,Limousine,Silver,Occasion,,,Zuzwil,,BMW,1999,0.0,,735,735i,False,car,,8,l_km_consumption
1007,Limousine,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2010,0.0,,E 250,E 250 CGI BlueEff Avgarde,False,car,,6,l_km_consumption
1008,Coupé,Silver,Occasion,,,Zuzwil,,Renault,1982,0.0,,ALPINE,Alpine A310 V6,False,car,,10,
1009,Limousine,Blue,Occasion,,,Zuzwil,,Citroen,2001,0.0,,C5,C5 3.0 V6 Exclusive,False,car,,6,l_km_consumption
1010,Station Wagon,Silver,Occasion,,,Zuzwil,,Toyota,2004,0.0,,COROLLA,Corolla 2.0 D4D L.Terra,False,car,,6,l_km_consumption
1011,Limousine,Silver,Occasion,,,Zuzwil,,Bentley,2000,0.0,,ARNAGE,Arnage Green Label,False,car,,4,l_km_consumption
1012,Coupé,Silver,Occasion,,,Zuzwil,,BMW,2005,0.0,,M6,M6,False,car,,7,l_km_consumption
1013,Coupé,Silver,Occasion,,,Zuzwil,,Porsche,2000,0.0,,911,911 Turbo,False,car,,12,l_km_consumption
1014,Coupé,Silver,Occasion,,,Zuzwil,,Ferrari,2005,0.0,,575M,575M,False,car,,3,l_km_consumption
1015,SUV,Silver,Occasion,,,Zuzwil,,BMW,2012,0.0,,X1,X1 xDrive 25d Sport Line,False,car,,9,l_km_consumption
1016,Limousine,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2004,0.0,,S 65 AMG,S 65 L AMG 650PS,False,car,,8,l_km_consumption
1017,Coupé,Silver,Occasion,,,Zuzwil,,Ferrari,2000,0.0,,456,456M GT,False,car,,3,l_km_consumption
1018,Limousine,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2009,0.0,,S 500,S 500,False,car,,2,l_km_consumption
1019,Limousine,Silver,Occasion,,,Zuzwil,,VW,2007,0.0,,GOLF,Golf R32 4Motion,False,car,,2,l_km_consumption
1020,Coupé,Blue,Occasion,,,Zuzwil,,Ford,1971,0.0,,CAPRI,RS 2600,False,car,,5,
1021,Cabriolet,Silver,Occasion,,,Zuzwil,,Renault,2000,0.0,,SPORT SPIDER,Windschutzscheibe,False,car,,9,
1022,Small Car,Silver,Occasion,,,Zuzwil,,Renault,1981,0.0,,R5,Alpine,False,car,,7,
1023,Limousine,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2008,0.0,,S 65 AMG,S 65 AMG L,False,car,,6,l_km_consumption
